baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004142.7	2859.39312960546	0.0340552776666066	0.0683774346895755	0.498048483702454	0.618449869648785	0.999981672851838
ENSG00000004399.8	216.108421933892	-0.00587365548389885	0.0234315050246005	-0.250673419301584	0.8020666129626	0.999981672851838
ENSG00000004455.12	4867.32795511354	0.00944336634159705	0.0681942890965295	0.138477377896409	0.889863147180793	0.999981672851838
ENSG00000004468.8	1929.23950221276	-0.0133361880794002	0.0558253017222264	-0.238891464407267	0.811189744384457	0.999981672851838
ENSG00000004478.5	3187.77074481133	0.0701998139642687	0.0685199577952351	1.02451630478311	0.305591473614801	0.999981672851838
ENSG00000004487.11	2083.30717980104	0.00144081150060629	0.0676154235157927	0.0213089177836735	0.982999230092592	0.999981672851838
ENSG00000004534.10	1757.24072358877	-0.0126730468167546	0.0474512267632141	-0.267075219782921	0.789411246556367	0.999981672851838
ENSG00000004660.10	101.210621140941	0.00262678824722146	0.0516548988461275	0.0508526452649978	0.95944294025545	0.999981672851838
ENSG00000004700.11	5373.70987191934	0.0154140314552819	0.0611148515856121	0.252214168166461	0.800875527388861	0.999981672851838
ENSG00000004766.11	710.708839018908	0.050422732409911	0.0657960613535314	0.766348796153354	0.443468791111461	0.999981672851838
ENSG00000004776.7	2.64160861854658	0.000815099919732261	0.0168134335932161	0.0484790875827491	0.961334430533703	0.999981672851838
ENSG00000004779.5	1271.17792519009	0.0368406121488883	0.0678095606258378	0.543295249355306	0.586926534648762	0.999981672851838
ENSG00000004838.9	20.4085045194773	-0.0105775998086108	0.0246561947014533	-0.429003742738424	0.66792050095251	0.999981672851838
ENSG00000004864.9	312.669779623265	-0.0221799650436033	0.0684047559986527	-0.324245949273472	0.745751837072628	0.999981672851838
ENSG00000004866.14	195.021427129117	-0.00446106840948261	0.0614161594467606	-0.072636720525479	0.942095205132135	0.999981672851838
ENSG00000004897.7	3951.18663300596	-0.00846963267346044	0.0682370217100285	-0.124120784600652	0.901219641680292	0.999981672851838
ENSG00000004939.9	0.251530304826091	-0.000133628240912457	0.00492253700852948	-0.0271462135644514	0.978343115232766	0.999981672851838
ENSG00000004961.10	762.312403674339	0.0267053324655836	0.0685518894935597	0.389563769326775	0.696859147472135	0.999981672851838
ENSG00000004975.7	1015.68299538415	-0.00428403809277854	0.0685447392879124	-0.062499881643492	0.950164756192073	0.999981672851838
ENSG00000005001.5	0.525250400231541	-0.00367645525604717	0.00672421575932063	-0.546748555911688	0.584551490431562	0.999981672851838
ENSG00000005007.8	4006.92514880773	0.0293435113518304	0.0589217304769589	0.498008308892168	0.618478185809594	0.999981672851838
ENSG00000005020.8	542.757772340194	-0.0031764961694581	0.045119872310204	-0.0704012668213985	0.943874282974591	0.999981672851838
ENSG00000005022.5	8479.22321418248	0.0233825036278188	0.067298813974614	0.347443026806371	0.728258513506164	0.999981672851838
ENSG00000005059.11	2138.04025616858	-0.0280367813878996	0.068538002555501	-0.409069134531544	0.682488926536901	0.999981672851838
ENSG00000005073.5	0.370193591313402	-0.0020046652186726	0.0061049090952036	-0.32836938067556	0.742632391298516	0.999981672851838
ENSG00000005075.11	634.101644439255	0.0302016898851413	0.0684954055458729	0.440930156474723	0.659263561047279	0.999981672851838
ENSG00000005100.8	1678.02515741673	-0.00608117771976066	0.0613554717265307	-0.0991138613824903	0.92104786648843	0.999981672851838
ENSG00000005102.8	603.971477824312	0.00662646563861438	0.0462159854468143	0.143380381799717	0.885989775938817	0.999981672851838
ENSG00000005156.7	942.876024650207	0.0308228436250377	0.0648996590868677	0.474930747845402	0.634836334589208	0.999981672851838
ENSG00000005175.5	1274.31210985817	0.000551886511418521	0.0677551777512001	0.00814530386806852	0.993501059663789	0.999981672851838
ENSG00000005187.7	219.280042652896	0.0293931501342482	0.0681676440990714	0.431189173730717	0.666330825205012	0.999981672851838
ENSG00000005189.15	149.207356375172	-0.0191706679478075	0.0535056881496981	-0.358292148195007	0.720124693446329	0.999981672851838
ENSG00000005194.10	832.239283083996	0.0354380829952917	0.0676966397496265	0.523483634141342	0.600637737025566	0.999981672851838
ENSG00000005206.12	465.604323293316	-0.0192695219049301	0.0354148610573101	-0.544108358176169	0.586366909180204	0.999981672851838
ENSG00000005238.15	286.355656174029	-0.0430570347670544	0.0640815130854213	-0.671910394963037	0.501640742338654	0.999981672851838
ENSG00000005243.5	24.6128741442046	0.00639038877125697	0.0497689123981987	0.12840121399736	0.897831470479516	0.999981672851838
ENSG00000005249.8	82.03885888206	0.063407976877059	0.0617519805645286	1.02681689392618	0.30450669284445	0.999981672851838
ENSG00000005302.13	1565.27102043698	0.00327843826751557	0.0685050190299393	0.0478569061645362	0.961830283910966	0.999981672851838
ENSG00000005339.8	3963.02285867335	-0.0109899718257831	0.0682667027052582	-0.160985830430868	0.872104560752194	0.999981672851838
ENSG00000005381.6	21.2723450502918	-0.0018542033819062	0.0301741498859887	-0.0614500620203784	0.951000783931717	0.999981672851838
ENSG00000005421.4	0.36625768577632	0.00428003989823963	0.00528409804566219	0.809984951311263	0.417948824846084	0.999981672851838
ENSG00000005436.9	640.084648300577	-0.00279440003496582	0.0660148232450045	-0.0423298874041487	0.966235719929182	0.999981672851838
ENSG00000005448.12	554.272804977447	-0.0151978814164286	0.054908665020725	-0.276784755387738	0.781945387477222	0.999981672851838
ENSG00000005469.7	285.077550107661	0.0197646118343739	0.0656854192010265	0.300898008641545	0.763492268865301	0.999981672851838
ENSG00000005471.11	1.78388187393719	-0.00509101487620572	0.0136924306196171	-0.371812355135241	0.710032564080216	0.999981672851838
ENSG00000005483.15	4523.18159014607	-0.0445770167197191	0.0663641854076868	-0.67170291394183	0.501772845933907	0.999981672851838
ENSG00000005486.12	880.113871707665	-0.0179192347397596	0.0597654960867052	-0.299825750860717	0.764310072092633	0.999981672851838
ENSG00000005513.9	53.7379458195252	-0.00331566190846546	0.0430301669953415	-0.0770543583719864	0.938580301738893	0.999981672851838
ENSG00000005700.10	2006.74541711598	-0.012816727854461	0.0613428347916885	-0.208936021590537	0.834498183522127	0.999981672851838
ENSG00000005801.12	763.509548264454	0.0228665079729459	0.0651459683909674	0.351004191628785	0.725585203766997	0.999981672851838
ENSG00000005810.13	7217.65939642521	0.00926992056042104	0.0640991992182678	0.144618352077309	0.885012206701337	0.999981672851838
ENSG00000005812.6	2965.96040628987	-0.0364557917538261	0.0684895860495403	-0.532282261531799	0.594530515984977	0.999981672851838
ENSG00000005844.13	17173.4270195335	0.00051014397487985	0.0645817940554613	0.00789919175118844	0.993697422402871	0.999981672851838
ENSG00000005882.7	454.32518423362	-0.00458342655646149	0.068535016645997	-0.0668771495327156	0.946679504334967	0.999981672851838
ENSG00000005884.13	275.521375746979	0.0127467237538455	0.063025583976426	0.202246817080082	0.839723774544209	0.999981672851838
ENSG00000005889.11	1606.15018855881	-0.00527061950885995	0.0484172152766003	-0.108858377722669	0.913314820154911	0.999981672851838
ENSG00000005893.11	3194.09409735024	0.0145542394257307	0.0683972554468034	0.212789816355284	0.831490907217895	0.999981672851838
ENSG00000005955.8	2263.37238739263	0.0154503252397584	0.0671401853282577	0.23012038415175	0.817998225642913	0.999981672851838
ENSG00000005961.13	13.8534712777923	0.012633171913502	0.0210083420491562	0.601340738071684	0.547613061246739	0.999981672851838
ENSG00000006007.7	1312.59397705415	-0.0306449716714571	0.0684360471171139	-0.447789914268641	0.654304822975207	0.999981672851838
ENSG00000006015.13	347.668535498204	-0.0294894168221802	0.0599270438210939	-0.492088628803681	0.622656690530027	0.999981672851838
ENSG00000006016.6	0.779869667341625	-0.00416757690261672	0.00862759428200455	-0.483052026601374	0.629058795786869	0.999981672851838
ENSG00000006025.7	268.681445821444	-0.0165448057222576	0.0398098559199694	-0.415595719701121	0.677705859307002	0.999981672851838
ENSG00000006042.7	0.863805638809181	-0.0101958083450653	0.00957023740252104	-1.06536629304299	0.286710203929992	0.999981672851838
ENSG00000006047.8	7.89159874312754	0.0186239611931341	0.0277129022025619	0.672032147950656	0.501563230533229	0.999981672851838
ENSG00000006062.9	1342.02384317151	-0.0202773599249743	0.0624200792044329	-0.324853159166357	0.745292209312113	0.999981672851838
ENSG00000006074.4	1.02136929767137	0.00250188269356883	0.00878146205373023	0.284905028144609	0.775716903665034	0.999981672851838
ENSG00000006075.11	1459.29178406818	0.00357312434552943	0.0298854688553347	0.119560591899217	0.904831238832031	0.999981672851838
ENSG00000006114.11	4201.04105879304	0.00830644048259349	0.0677048621176304	0.122686026125596	0.902355729800211	0.999981672851838
ENSG00000006116.3	0.258509635568407	-0.000148747511835924	0.0049360728253691	-0.0301347887477331	0.975959555913405	0.999981672851838
ENSG00000006118.10	2.88661629152742	-0.021695600422991	0.0206906220715735	-1.04857168372903	0.294375294007041	0.999981672851838
ENSG00000006125.12	8816.00755248497	0.0105123119189895	0.0675246716742841	0.155681051952349	0.876284433399849	0.999981672851838
ENSG00000006128.7	0.271102251046898	-0.00380215544263004	0.00495916820749448	-0.76669217165977	0.443264559144981	0.999981672851838
ENSG00000006194.6	849.54971110295	-0.000919880636463591	0.0676834309410469	-0.0135909279963189	0.989156342213793	0.999981672851838
ENSG00000006282.15	375.892814476479	-0.0115164465108055	0.0543451774222093	-0.21191294346753	0.832174952491223	0.999981672851838
ENSG00000006283.13	0.986904531525458	-0.000122261907561344	0.01022609549805	-0.0119558738312837	0.990460820119356	0.999981672851838
ENSG00000006327.9	36.68130204219	-0.0226639664028764	0.0408491090138002	-0.554821560372828	0.579016718400694	0.999981672851838
ENSG00000006432.11	484.000277377584	-0.0113007823243145	0.0680524593492241	-0.166059866643796	0.868109837351655	0.999981672851838
ENSG00000006451.3	1841.0853050191	-0.00354107856589738	0.0679528123987126	-0.0521108463490831	0.958440370573199	0.999981672851838
ENSG00000006453.9	69.0916653545974	-0.00668938940067845	0.0470838122183746	-0.142074082057185	0.887021490006787	0.999981672851838
ENSG00000006459.6	2546.822568734	-0.0619543368885883	0.0676229251566403	-0.916173571981375	0.359575864503827	0.999981672851838
ENSG00000006468.9	10.5432243674203	-0.00714671727948743	0.019623828082528	-0.364185685353129	0.715719355544832	0.999981672851838
ENSG00000006530.11	1395.20927897843	0.0560726434764535	0.0619952547538507	0.904466699896426	0.365747984159447	0.999981672851838
ENSG00000006534.11	1.4647569907804	-0.015506685552849	0.0122115433026765	-1.26983831351196	0.204142230031511	0.999981672851838
ENSG00000006555.6	306.375356235196	-0.0277353569398027	0.067922403558887	-0.408338861503287	0.683024912313958	0.999981672851838
ENSG00000006576.12	2633.53330989758	-0.0466149880049913	0.0680105374385957	-0.685408317013791	0.493086297234444	0.999981672851838
ENSG00000006607.9	911.05246884656	0.0506624208046513	0.0685289671498132	0.739284756676643	0.459734103484268	0.999981672851838
ENSG00000006625.13	1210.98665786753	0.0303338370934325	0.0678824506257917	0.446858308941299	0.654977367585644	0.999981672851838
ENSG00000006634.3	1423.1741627354	0.00906000649763526	0.0682196672004838	0.132806371966162	0.894346514902529	0.999981672851838
ENSG00000006638.7	20.4421405118796	0.00432341004264476	0.0299745481875295	0.144236037040367	0.885314085016693	0.999981672851838
ENSG00000006652.9	637.460030997971	0.00987119815382537	0.0584535419577238	0.168872540879809	0.865896898169828	0.999981672851838
ENSG00000006659.8	37.7615442036949	0.0113669913332107	0.0279372903103127	0.406875226872475	0.684099631749115	0.999981672851838
ENSG00000006695.6	782.331312655608	-0.00850094120003336	0.0684387666798525	-0.12421236694401	0.901147130665916	0.999981672851838
ENSG00000006704.6	29.4903552474756	-0.00989408804590888	0.0372040967101442	-0.265940821598045	0.790284785656086	0.999981672851838
ENSG00000006712.10	1402.24032224885	0.00411976794325113	0.0680110804749514	0.0605749521178162	0.951697722196417	0.999981672851838
ENSG00000006715.11	1435.37840686302	0.069592070509249	0.0594917494340794	1.16977683748166	0.242090787208415	0.999981672851838
ENSG00000006740.12	2.75324748621967	-0.0123210612943473	0.0198697830651554	-0.620090378135737	0.53519828653972	0.999981672851838
ENSG00000006744.14	2354.69871703639	0.0345718314408519	0.0666537829122317	0.518677709356352	0.603985508523628	0.999981672851838
ENSG00000006747.10	39.7203768677451	0.00434131787530327	0.0185440232611381	0.234108737579141	0.814900562796989	0.999981672851838
ENSG00000006756.11	124.149218028406	0.00386057230203645	0.040088927156788	0.0963002149430871	0.923282140381821	0.999981672851838
ENSG00000006757.7	152.289145829069	0.02155445326682	0.053259889092876	0.404703307384526	0.685695610766169	0.999981672851838
ENSG00000006831.9	3213.58573645709	0.00303819186338855	0.0684066726522983	0.0444136769936358	0.964574659742668	0.999981672851838
ENSG00000006837.7	9.96630192339542	-0.0164104678092015	0.0329924589004324	-0.497400568376139	0.618906604852871	0.999981672851838
ENSG00000007001.8	0.381939263538805	0.00172221203594795	0.00612891791380116	0.280997732416984	0.778712139062536	0.999981672851838
ENSG00000007038.6	131.926700187152	0.00401582258987496	0.0483043754738968	0.0831357936103545	0.933743565160201	0.999981672851838
ENSG00000007047.10	431.969350193345	-0.0748752476635827	0.0679563114366128	-1.10181447581103	0.270542335753647	0.999981672851838
ENSG00000007062.7	0.50400107481164	-0.00505440707492927	0.00799000610519558	-0.632591140530242	0.527000674057905	0.999981672851838
ENSG00000007080.6	993.352503147693	-0.0043856232783466	0.0594616265615628	-0.0737555215346489	0.941204919253808	0.999981672851838
ENSG00000007129.13	313.145053022667	-0.00832313104818068	0.0428771691975707	-0.194115684499346	0.846085300758403	0.999981672851838
ENSG00000007168.8	5299.93321239252	-0.0103458592980213	0.0612474622342218	-0.168918987344436	0.865860364068453	0.999981672851838
ENSG00000007171.12	3.90793526080217	0.000351384025020006	0.0156401783143603	0.0224667531250189	0.982075632465205	0.999981672851838
ENSG00000007202.10	8748.6038307396	0.0400268676594025	0.0655586277084437	0.610550724725545	0.541497052628459	0.999981672851838
ENSG00000007237.14	92.4700991106294	-0.00227534483539556	0.025901143919572	-0.0878472720147398	0.929998065333399	0.999981672851838
ENSG00000007255.6	279.000545642238	-0.0254105660886169	0.0671167597622081	-0.37860239646022	0.704983142303605	0.999981672851838
ENSG00000007264.9	208.670165725486	0.00224638216924153	0.0510456054805036	0.0440073567175046	0.964898539737763	0.999981672851838
ENSG00000007312.8	509.3241807527	0.000155413704200399	0.0684967121867361	0.00226892210208148	0.998189663638356	0.999981672851838
ENSG00000007314.7	2.60263445413363	-0.00224151486103143	0.0150039996822217	-0.149394488703396	0.881242360308278	0.999981672851838
ENSG00000007341.14	178.664823532136	0.0113313357852186	0.0596202617283059	0.190058471008671	0.849263312204268	0.999981672851838
ENSG00000007350.12	29.8618814653258	0.00769770352761674	0.033398965124101	0.230477306677446	0.817720895511528	0.999981672851838
ENSG00000007376.3	837.716282730892	-0.00598243724706683	0.0666464928392558	-0.0897637218734949	0.928474977520711	0.999981672851838
ENSG00000007384.11	1.74564842100429	-0.00048872292692288	0.0146457290872939	-0.0333696550038522	0.973379807979033	0.999981672851838
ENSG00000007392.12	704.273154059809	-0.029872581755649	0.0534842754165059	-0.55853017588848	0.576482404698716	0.999981672851838
ENSG00000007402.7	65.3349139273547	-0.000165469406930104	0.029704068863323	-0.00557059733774107	0.995555329377285	0.999981672851838
ENSG00000007516.9	3.85292052641167	0.0282419478889987	0.0229552861569183	1.23030258459606	0.218583816829385	0.999981672851838
ENSG00000007520.3	916.342131818789	0.0177588881594853	0.0677521422963122	0.262115522219464	0.793232380042647	0.999981672851838
ENSG00000007541.10	461.208754180248	0.00486433192024629	0.0634208391488637	0.0766992677096018	0.938862787109507	0.999981672851838
ENSG00000007545.11	425.396500696326	0.00542999007587204	0.0629817373666224	0.0862153110236318	0.931295259590281	0.999981672851838
ENSG00000007866.14	26.0451423209302	0.0508137498960574	0.0395515693194237	1.2847467438189	0.198880798001577	0.999981672851838
ENSG00000007923.11	1435.50908295251	0.0186289043413796	0.0677807748770647	0.27484053369362	0.783438755420978	0.999981672851838
ENSG00000007944.10	513.70532694793	-0.0273044163294943	0.068185283186831	-0.400444422217604	0.688829211018517	0.999981672851838
ENSG00000007952.13	0.37623245689626	0.00118176544861986	0.00517222670930134	0.228482917520739	0.819270834775715	0.999981672851838
ENSG00000007968.6	3117.63255364047	-0.0793307915682943	0.0684974936495078	-1.15815612136437	0.246800330975925	0.999981672851838
ENSG00000008018.8	3210.03632853196	0.0473155137292475	0.0685516968777983	0.690216521023441	0.49005803539209	0.999981672851838
ENSG00000008056.8	12.2941330328346	-0.000155187112413241	0.0338149101246455	-0.00458931021378451	0.996338273089432	0.999981672851838
ENSG00000008083.9	1186.28640417668	-0.00479923377717348	0.0680275572302281	-0.0705483773426005	0.943757196888198	0.999981672851838
ENSG00000008086.6	31.1071229895497	0.0370877299320134	0.0457943021046018	0.80987651798468	0.418011149073438	0.999981672851838
ENSG00000008118.5	2.09763044877683	0.0138030580709762	0.0176999450519342	0.779836210252405	0.435487289622757	0.999981672851838
ENSG00000008128.18	49.5294068375991	-0.0108330584604838	0.0342223339629294	-0.316549375978228	0.751585553740643	0.999981672851838
ENSG00000008130.11	1313.36621509498	0.00555683022608017	0.0652106026308506	0.085213600271979	0.932091578456127	0.999981672851838
ENSG00000008226.15	34.4915004832603	-0.00377472277714723	0.0211558457048105	-0.178424574929137	0.858389550947103	0.999981672851838
ENSG00000008256.11	101.675139829275	-0.0184453422060014	0.0565882657911858	-0.3259570150827	0.744456877459348	0.999981672851838
ENSG00000008277.10	61.8381788994895	0.0254509795742297	0.053810494491912	0.472974274154926	0.636231533157057	0.999981672851838
ENSG00000008282.3	2005.38464181747	-0.0076549568660738	0.0652021006047474	-0.117403531405803	0.906540285769986	0.999981672851838
ENSG00000008283.11	438.36894825258	-0.00571812427145739	0.0515374004190688	-0.110950964250453	0.911655231418259	0.999981672851838
ENSG00000008294.16	2260.59895005994	-0.0417410689293614	0.0505528061142576	-0.825692422197489	0.408978591980956	0.999981672851838
ENSG00000008300.10	463.757798490914	-0.0130143825445333	0.0511722485605528	-0.254325008390694	0.79924448092662	0.999981672851838
ENSG00000008311.10	69.294373165897	0.0289960793093255	0.0510770769541035	0.5676926135648	0.570243707974192	0.999981672851838
ENSG00000008324.6	1039.71515120645	-0.0120350984847455	0.0685011284849379	-0.175691973999987	0.86053594104475	0.999981672851838
ENSG00000008382.11	255.541904269506	0.0136157277623197	0.0685374406448104	0.198661164382868	0.842527804781764	0.999981672851838
ENSG00000008394.8	5.29390195573847	-0.00911225022664298	0.0215766419022009	-0.422320130627624	0.672791366528786	0.999981672851838
ENSG00000008405.7	729.645239134705	-0.0324268842839252	0.0677944222717011	-0.478311979029296	0.632428171589838	0.999981672851838
ENSG00000008441.12	76.2574358397704	0.0279811855350276	0.0517221043737509	0.540990856304526	0.58851388514143	0.999981672851838
ENSG00000008513.10	4848.55482927912	0.013155137239692	0.0681485589629151	0.193036176257971	0.846930636321459	0.999981672851838
ENSG00000008516.12	325.45585481077	0.0261673262467267	0.0684737655031428	0.382151121008902	0.702349275020135	0.999981672851838
ENSG00000008517.12	14349.4797408679	-0.00401773961295546	0.0675549395227355	-0.059473661605504	0.952574843327311	0.999981672851838
ENSG00000008710.13	843.171565321575	-0.0106572973277761	0.0297997874723019	-0.357629977652751	0.720620241192944	0.999981672851838
ENSG00000008735.10	7.00771742064645	-0.00799831865424184	0.0303269237484413	-0.26373656360886	0.791982919029193	0.999981672851838
ENSG00000008838.13	1893.38423805081	0.0184221702598179	0.0606555326400225	0.303717887849563	0.761342828853636	0.999981672851838
ENSG00000008853.12	324.49185590705	-0.0312879739975412	0.0685458859392995	-0.45645298136854	0.648064274431285	0.999981672851838
ENSG00000008869.7	1586.30781174823	-0.0506229014658667	0.0668107711198842	-0.757705690524508	0.448627191598973	0.999981672851838
ENSG00000008952.12	3347.99293876287	0.0070931524036284	0.0685407207556749	0.103488150189041	0.917575553776729	0.999981672851838
ENSG00000008988.5	4148.35835990956	0.00568401484484105	0.0685329346339109	0.0829384423008282	0.933900486789127	0.999981672851838
ENSG00000009307.11	13944.5016140494	0.0138729550710508	0.0658925420506404	0.210539078313127	0.833246955003795	0.999981672851838
ENSG00000009335.13	4417.46336992811	0.0260826340795093	0.0591418934751544	0.441017907052075	0.65920003321963	0.999981672851838
ENSG00000009413.11	1612.63897898698	-0.0315614669834722	0.0642061074964802	-0.491564871538155	0.623026981908783	0.999981672851838
ENSG00000009694.9	8.359548250191	-0.000243458244920655	0.0217134444140127	-0.011212327269622	0.991054044623335	0.999981672851838
ENSG00000009724.12	0.386082779774372	-0.00147680784883068	0.00518341835404844	-0.284910024227011	0.775713075917252	0.999981672851838
ENSG00000009780.11	320.040941359001	0.0152150796550741	0.0680877421014652	0.223462831715001	0.823175307729746	0.999981672851838
ENSG00000009790.10	4643.23322188258	-0.0200516765699942	0.0678274497313044	-0.295627753209477	0.76751437649159	0.999981672851838
ENSG00000009830.7	131.347940920475	-0.0351715285076365	0.0552414858334631	-0.636686866346579	0.524328830130148	0.999981672851838
ENSG00000009844.11	1933.41231668275	0.0311039934239077	0.0667394513312249	0.466051080784886	0.641178937907178	0.999981672851838
ENSG00000009954.6	7746.92097236743	-0.00363365095892698	0.0600741758086001	-0.0604860725930557	0.951768508000544	0.999981672851838
ENSG00000010017.9	2399.90306979205	-0.0365184779493578	0.0512682958499186	-0.712301381271986	0.476278168892602	0.999981672851838
ENSG00000010030.9	721.968102603164	-0.0237901418956906	0.0616013327748965	-0.386195246499366	0.699352073937075	0.999981672851838
ENSG00000010072.11	559.770284196167	0.0475562441506374	0.0675485826938246	0.704030229119597	0.48141394842218	0.999981672851838
ENSG00000010165.15	2227.2891793024	0.00308183373754506	0.068151109050287	0.0452205955338313	0.963931478178946	0.999981672851838
ENSG00000010219.9	239.696357164442	-0.0140296372093103	0.0676782066065097	-0.207299187031957	0.835776209012708	0.999981672851838
ENSG00000010244.12	5400.17840082121	-0.00743426581006566	0.0652412660840143	-0.113950360811395	0.909277143370446	0.999981672851838
ENSG00000010256.6	2260.25837169616	0.00662704116013424	0.0675769401885059	0.0980666058813569	0.921879404321817	0.999981672851838
ENSG00000010270.9	778.627471778299	0.00532746307976081	0.0628538386370202	0.0847595500177295	0.932452552178309	0.999981672851838
ENSG00000010278.7	65.7339422564685	0.021532448067648	0.0561879665778217	0.383221699931515	0.701555389720014	0.999981672851838
