miR-10b1	miR-10b2	miR-10b3	miR-10b4	miR-cont1	miR-cont2	miR-cont3	miR-cont4
ENSG00000113648.12	6149.89283840859	6158.7687533218	6699.78164096925	6372.27892942654	6287.65702468686	6364.32422976555	6610.01480176123	6324.27331242204
ENSG00000113649.7	3466.44631518744	2864.93163202332	2671.99563229202	2615.72470935971	3323.82069724308	2919.72518184503	2853.33152395781	2584.14665697903
ENSG00000113657.8	5.90200848215796	4.90738546081419	3.95851204784003	3.85090130196497	4.19806845246995	6.40090080579869	9.14529334601861	8.67527203350074
ENSG00000113658.12	661.024950001692	556.497511256329	553.202058685644	413.971889961234	617.116062513082	563.279270910285	534.491588889532	531.36041205192
ENSG00000113712.12	1751.91285112055	1766.65876589311	1922.84722723829	1940.85425619035	1640.39524780263	1941.30177295866	1966.238069394	1979.04643264236
ENSG00000113716.8	1633.8726814774	1579.19664129001	1589.34258720777	1622.19217345274	1655.08848738628	1537.13060779251	1610.58777260439	1577.81510109295
ENSG00000113719.11	1608.29731138804	1808.86228085611	1816.95702995857	1469.11884669964	1461.97733857266	1724.58555996233	1697.97613124412	1594.08123615576
ENSG00000113721.9	94.4321357145274	22.5739731197453	42.5540045142803	5.77635195294746	99.7041257461612	24.6891888223664	52.8394726658853	11.9284990460635
ENSG00000113732.4	2265.3875890683	2984.67183726719	3022.32394852586	3021.99479671701	2388.7009494554	2777.99094971663	2846.21851802201	2673.06819532242
ENSG00000113734.13	257.721037054231	311.128238215619	323.608359910922	331.177511968988	297.013343012249	317.301797087449	338.375853802688	300.381294159963
ENSG00000113739.6	6.88567656251762	7.8518167373027	69.2739608372005	26.9563091137548	9.44565401805738	7.31531520662707	77.2269215886016	73.7398122847563
ENSG00000113742.8	964.978386832826	936.329145923347	584.870155068364	684.497706424274	966.605261181205	876.92341039442	623.912234939492	841.501387249572
ENSG00000113749.5	300.018764509696	378.850157574855	494.814005980003	408.195538008287	278.122034976134	359.364859525555	476.571397698081	401.231331549409
ENSG00000113758.9	303.953436831135	208.073143538521	111.827965351481	188.694163796284	272.874449410546	207.572068988043	105.678945331771	139.888761540199
ENSG00000113761.7	467.242338170838	423.998103814346	361.214224365402	459.219980259323	478.579803581574	436.175669195139	396.29604499414	451.114145742039
ENSG00000113763.6	0	0	1.97925602392001	0	0	0	0	0
ENSG00000113790.6	151.484884375388	102.073617584935	237.510722870402	174.253283913915	132.239156252803	87.7837824795249	234.729195881144	150.732851582075
ENSG00000113810.11	8636.60574555781	7313.96729079746	7781.44505804153	8742.50868078598	9203.21556492724	7762.46384863215	7977.74422884356	8661.1747164463
ENSG00000113811.6	816.444506698518	897.070062236833	744.200264993925	864.527342291136	878.445823679336	890.639626406846	875.91587380756	843.670205257947
ENSG00000113812.9	897.10528928801	941.236531384161	1249.90017910549	1205.33210751504	852.207895851399	951.905391262348	1173.64597940572	1179.8369965561
ENSG00000113838.8	335.430815402644	370.998340837552	284.023239432522	309.99755480818	351.588232894358	312.729725083307	320.085267110651	311.225384201839
ENSG00000113845.5	1205.97706652094	1125.75422471077	1205.36691856729	1239.99021923272	1170.211581126	1115.58556901063	1139.09709343187	1189.59667759379
ENSG00000113851.9	1291.55618951223	1215.06864009759	1104.42486134737	967.538952118699	1321.34204541492	1178.68016266779	1075.08004000974	1046.45468904103
ENSG00000113905.4	5.90200848215796	4.90738546081419	1.97925602392001	0	6.29710267870492	2.74324320248515	0	4.33763601675037
ENSG00000113916.13	528.229759153137	444.609122749765	498.772518027843	464.033606886779	603.472340042555	460.864858017506	449.135517660025	584.496453257112
ENSG00000113924.7	7.86934464287728	7.8518167373027	3.95851204784003	1.92545065098249	6.29710267870492	3.65765760331354	3.04843111533954	3.25322701256278
ENSG00000113966.5	129.844186607475	109.925434322238	76.2013569209205	87.6080046197031	88.1594375018689	105.157656095264	103.646657921544	92.1747653559454
ENSG00000113971.14	832.183195984272	163.906674391194	103.910941255801	127.079742964844	880.544857905571	192.941438574789	128.03410684426	210.375346812393
ENSG00000114013.11	243.949683929196	179.610307865799	125.682757518921	268.600365812057	213.05197396285	196.599096178103	134.13096907494	246.160843950584
ENSG00000114019.10	2.95100424107898	1.96295418432567	0	0.962725325491243	4.19806845246995	0.914414400828384	0	2.16881800837519
ENSG00000114021.7	658.073945760613	667.404422670729	642.268579762044	602.666053757518	695.829845996893	607.171162150047	666.590270554245	574.736772219424
ENSG00000114023.11	496.752380581628	599.682503311494	843.163066189926	764.403908440047	452.341875753637	523.045037273836	925.706915358106	1061.63641509965
ENSG00000114026.17	602.988533260472	553.55307997984	634.351555666364	611.330581686939	617.116062513082	544.076568492889	649.315827567321	592.087316286426
ENSG00000114030.8	1917.16908862098	2525.34055813498	2540.37510670134	2401.03696177516	1891.22983783771	2379.30627095546	2539.34311907783	2339.07022203264
ENSG00000114054.9	782.01612388593	843.088822167877	990.617639971967	1135.05315875418	760.899907010178	825.716203948031	924.690771652992	953.195514680894
ENSG00000114062.13	3152.65619755271	3613.79865334357	3395.41370903478	3230.90619234861	3027.85687134395	3494.89183996608	3377.66167579621	3103.57856998489
ENSG00000114098.13	1149.90798594044	1071.77298464182	1012.38945623509	955.023522887313	1086.2502120766	1079.92340737832	1060.85402813816	948.857878664144
ENSG00000114107.4	247.884356250634	197.27689552473	257.303283109602	251.271309953214	271.824932297429	208.486483388872	273.342656675445	242.907616938021
ENSG00000114120.7	1842.41031451364	1485.95631753454	1357.76963240913	1381.51084207993	1778.93150673414	1489.58105894944	1496.77967763171	1769.75549483415
ENSG00000114124.2	1.96733616071932	0.981477092162837	0.989628011960007	0.962725325491243	1.04951711311749	1.82882880165677	0	1.08440900418759
ENSG00000114125.9	870.546251118299	930.44028337037	973.793963768646	1040.70607685603	780.84073215941	910.756743225071	1025.2889984592	995.48746584421
ENSG00000114126.13	720.045034823271	588.886255297702	478.979957788643	513.132598486833	723.117290937948	611.743234154189	461.329242121383	600.762588319926
ENSG00000114127.6	7236.84606720602	7994.13091566631	4899.64828721399	4094.47080931426	6601.46264150899	7607.92781489216	4819.56959335181	4863.57438378135
ENSG00000114166.7	4230.7564136269	2728.50631621269	2254.37261124489	2826.56155564229	4415.31849488526	2751.47293209261	2465.16462860457	3210.93506139946
ENSG00000114209.10	1492.2244779056	1631.21492717464	1888.21024681969	1866.72440612752	1339.18383633791	1601.1396158505	1945.91519529174	1754.57376877552
ENSG00000114248.5	2.95100424107898	0	0.989628011960007	0.962725325491243	0	0.914414400828384	0	0
ENSG00000114251.9	4.9183404017983	1.96295418432567	0.989628011960007	0.962725325491243	7.3466197918224	5.4864864049703	1.01614370511318	5.42204502093796
ENSG00000114268.7	58.0364167412199	62.8145338984216	417.623021047123	339.842039898409	61.9215096739317	66.752251260472	491.813553274778	1182.00581456448
ENSG00000114270.11	1.96733616071932	0.981477092162837	0.989628011960007	1.92545065098249	8.39613690493989	1.82882880165677	2.03228741022636	0
ENSG00000114279.9	0	0	0.989628011960007	0.962725325491243	0	0.914414400828384	0	0
ENSG00000114302.11	2101.11501964823	2343.76729608486	2522.56180248606	2419.32874295949	2028.7165796561	2459.77473822835	2559.6659931801	2442.08907743046
ENSG00000114315.3	31.4773785715091	20.6110189354196	87.0872650524806	38.5090130196497	35.6835818459945	29.2612608265083	81.2914964090543	36.8699061423781
ENSG00000114316.8	1932.90777790673	2079.74995829305	2251.40372720901	2322.09348508488	2103.23229468744	1929.41438574789	2152.19236742971	2230.62932161388
ENSG00000114331.8	3782.20376898289	3380.20710540881	3314.26421205406	3292.52061318005	3833.88601421818	3763.72967380963	3520.93793821716	3548.1862617018
ENSG00000114346.9	1534.52220536107	1545.82642015647	1955.50495163297	1795.48273204117	1657.18752161251	1673.37835351594	2108.49818810985	1693.84686454102
ENSG00000114353.12	11964.3548614145	13729.8830422659	16596.0617605693	14108.7396450742	12213.2306453482	13818.6304253185	15943.2947332258	13954.1750658859
ENSG00000114354.8	1772.56988080811	1674.3999192298	1622.00031160245	1567.31682989974	1680.2768981011	1662.405380706	1642.0882274629	1761.08022280065
ENSG00000114374.8	2463.10487322059	1.96295418432567	1132.13444568225	1194.74212893463	2613.29761166254	3.65765760331354	1105.56435116314	1364.18652726799
ENSG00000114378.12	0.98366808035966	0.981477092162837	0	1.92545065098249	0	0.914414400828384	0	0
ENSG00000114383.5	715.126694421473	806.774169757852	750.138033065685	747.074852581204	714.721154033008	844.918906365427	772.269215886016	772.099210981566
ENSG00000114388.8	749.555077234061	588.886255297702	661.071511989284	652.727770683063	842.762241833342	635.518008575727	649.315827567321	596.424952303176
ENSG00000114391.8	1023.99847165441	1216.05011718976	1386.46884475597	1153.34493993851	1120.88427680948	1123.81529861808	1234.61460171251	1086.57782219597
ENSG00000114395.6	421.009938393934	437.738783104625	404.757856891643	389.903756823953	463.886563997929	436.175669195139	420.683493916856	357.854971381906
ENSG00000114405.6	207.553964955888	146.240086732263	261.261795157442	154.036052078599	194.160665926735	169.166664153251	264.197363329426	175.67425867839
ENSG00000114416.13	2559.50434509584	2756.96915188541	3131.18302984146	3028.73387399545	2616.44616300189	2710.32428405533	3144.96476732529	2966.94303545725
ENSG00000114423.14	2389.32976719361	2327.08218551809	3409.26850120222	2736.06537504611	2346.7202649307	2300.66663248421	3063.67327091623	3069.96189085507
ENSG00000114439.14	3134.95017210624	3556.87298199812	2081.18770915189	2359.63977277904	2992.17328949795	3394.30625587496	2160.32151707062	2590.65311100416
ENSG00000114446.4	597.086524778314	647.774880827473	535.388754470364	514.095323812324	543.649864594858	603.513504546734	526.362439248626	447.860918729476
ENSG00000114450.5	92.464799553808	107.962480137912	75.2117289089605	95.3098072236331	89.2089546149863	103.328827293607	79.2592089988279	78.0774483015067
ENSG00000114455.9	82.6281187502114	70.6663506357243	54.4295406578004	36.5835623686672	71.3671636919891	59.436936053845	66.0493408323566	23.856998092127
ENSG00000114473.9	629.547571430182	640.904541182333	408.716368939483	568.007942039833	573.036343762148	664.779269402235	387.150751648121	563.892682177548
ENSG00000114480.8	725.947043305429	822.477803232458	1361.72814445697	1327.59822385242	706.325017128068	921.729716035011	1426.6657619789	1637.45759632326
ENSG00000114491.9	1379.10264866424	1533.06721795835	1726.90088087021	1598.12404031546	1322.39156252803	1474.95042853618	1719.3151490515	1377.19943531824
ENSG00000114503.6	3267.74536295479	3411.61437235802	3121.28674972186	3195.28535530544	3184.23492119845	3155.64409725875	3134.80333027416	3203.34419837015
ENSG00000114520.6	816.444506698518	988.347431807977	1094.52858122777	1089.80506845609	919.376991090918	979.337823287199	1125.8872252654	978.136921777209
ENSG00000114529.8	62.9547571430182	97.1662321241209	82.1391249926806	68.3534981098782	47.2282700902869	86.8693680786965	93.4852208704124	40.1231331549409
ENSG00000114541.10	802.673153573483	1185.62432733271	1055.93308876133	1256.35654976607	842.762241833342	1205.19818029181	1111.66121339382	1283.94026095811
ENSG00000114544.11	607.90687366227	494.66445445007	561.119082781324	502.542619906429	645.453024567254	488.297290042357	519.249433312834	541.120093089609
ENSG00000114547.5	0.98366808035966	0.981477092162837	0	1.92545065098249	2.09903422623497	0	0	0
ENSG00000114554.7	759.391758037657	620.293522246913	312.722451779362	522.759851741745	719.968739598596	586.139630930994	368.860164956084	492.321687901167
ENSG00000114573.5	1917.16908862098	2260.34174325101	2229.6319109459	2292.24899999465	1852.39770465236	2252.20266924031	2283.27490538931	2193.7594154715
ENSG00000114626.13	588.233512055077	338.609596796179	336.473524066402	354.282919780777	683.235640639484	395.94143555869	285.536381136803	392.556059515909
ENSG00000114631.10	51.1507401787023	51.0368087924675	25.7303283109602	25.0308584627723	40.931167411582	58.5225216530166	33.5327422687349	27.1102251046898
ENSG00000114646.5	7.86934464287728	8.83329382946554	8.90665210764006	18.2917811843336	9.44565401805738	7.31531520662707	14.2260118715845	24.9414070963146
ENSG00000114648.7	898.08895736837	889.218245499531	963.897683649046	981.979832001068	894.188580376098	940.932418452407	986.675537664896	848.007841274698
ENSG00000114650.14	1943.72812679069	1756.84399497148	1681.37799232005	1757.93644434701	1792.57522920467	1769.39186560292	1624.81378447597	1730.7167706834
ENSG00000114654.6	2.95100424107898	4.90738546081419	1.97925602392001	0	3.14855133935246	2.74324320248515	2.03228741022636	2.16881800837519
ENSG00000114656.6	1.96733616071932	1.96295418432567	0.989628011960007	0.962725325491243	0	0.914414400828384	0	2.16881800837519
ENSG00000114670.9	19.6733616071932	25.5184043962338	27.7095843348802	25.0308584627723	37.7826160722295	25.6036032231948	31.5004548585085	26.0258161005022
ENSG00000114686.4	1821.75328482609	2220.10118247234	2495.84184616314	2312.46623182997	1644.5933162551	2131.49996833096	2522.06867609091	1990.97493168842
ENSG00000114698.10	0.98366808035966	0.981477092162837	1.97925602392001	0	2.09903422623497	1.82882880165677	1.01614370511318	2.16881800837519
ENSG00000114735.5	1457.79609509302	691.9413499748	722.428448730805	615.181482988904	1819.86267414572	740.675664670991	660.493408323566	692.937353675872
ENSG00000114737.11	10567.5461873038	10315.3242386314	7301.47547224093	6580.22759973265	11003.1374139237	9863.78814173578	7474.75309481254	7463.9871758232
ENSG00000114738.6	4197.31169889467	5178.27313825113	5540.92723896408	4969.5881301858	4094.16625827131	5047.56749257268	5454.65940904754	4416.79787405606
ENSG00000114739.9	282.312739063222	254.202566870175	258.292911121562	313.848456110145	257.131692713784	267.009005041888	259.116644803861	452.198554746226
ENSG00000114742.9	1599.44429866481	1619.43720206868	1546.78858269349	1604.8631175939	1552.23581030076	1619.42790386707	1541.49000065669	1617.93823424789
ENSG00000114744.4	1057.44318638663	1054.10639698289	852.069718297566	862.601891640154	941.416850466385	919.900887233354	802.753527039411	810.053526128132
ENSG00000114745.9	690.534992412481	488.775591897093	522.523590314883	563.194315412377	651.750127245959	517.558550868865	531.443157774192	522.68514001842
ENSG00000114757.14	3.93467232143864	0.981477092162837	0.989628011960007	1.92545065098249	4.19806845246995	0.914414400828384	3.04843111533954	2.16881800837519
ENSG00000114767.6	637.41691607306	670.348853947218	621.486391510884	565.11976606336	626.561716531139	613.572062955846	599.524786016775	467.380280804852
ENSG00000114770.12	751.52241339478	477.979343883302	314.701707803282	377.388327592567	831.217553589049	414.229723575258	353.618009379386	428.341556654099
ENSG00000114779.15	884.317604243334	1021.71765294151	1218.23208272277	1132.1649827777	949.812987371325	1036.03151613856	1103.53206375291	1237.31067377804
ENSG00000114784.3	788.901800448447	836.218482522737	845.142322213846	866.452792942119	775.593146593822	853.148635972882	868.802867871768	850.176659283073
ENSG00000114786.11	1.96733616071932	0	0	0	3.14855133935246	0	0	0
ENSG00000114790.8	5.90200848215796	0.981477092162837	1.97925602392001	2.88817597647373	5.24758556558743	9.14414400828384	2.03228741022636	2.16881800837519
ENSG00000114796.11	772.179443082333	905.903356066299	583.880527056404	617.106933639887	715.770671146126	859.549536778681	497.910415505457	838.248160237009
ENSG00000114805.12	3.93467232143864	4.90738546081419	9.89628011960007	23.1054078117898	3.14855133935246	10.9729728099406	4.06457482045271	22.7725890879394
ENSG00000114812.8	218.374313839845	131.51793034982	107.869453303641	76.0553007138082	202.556802831675	107.900899297749	102.630514216431	88.9215383433826
ENSG00000114841.13	885.301272323694	227.702685381778	143.496061734201	124.19156698837	1139.77558484559	248.72071702532	169.695998753901	184.349530711891
ENSG00000114850.2	3813.6811475544	4755.25651152895	4689.84714867847	4463.1946089774	3668.06231034562	4575.72966174523	4746.40724658366	4417.88228306025
ENSG00000114853.9	5.90200848215796	6.87033964513986	13.8547921674401	8.66452792942119	16.7922738098798	10.9729728099406	8.12914964090543	11.9284990460635
ENSG00000114854.3	13.7713531250352	3.92590836865135	4.94814005980003	6.7390772784387	10.4951711311749	2.74324320248515	8.12914964090543	7.59086302931315
ENSG00000114857.13	5573.46334331783	2180.84209878582	1379.54144867225	1412.31805249565	6173.25965935706	2350.95942452978	1416.50432492777	1800.1189469514
ENSG00000114859.10	64.9220933037376	30.425789857048	22.7614442750802	17.3290558588424	53.5253727689918	23.774774421538	23.3713052176031	33.6166791298154
ENSG00000114861.14	3372.01417947291	3530.37310050973	3138.11042592518	3118.26732926614	3341.66248816608	3515.92337118514	3152.07777326108	3611.08198394468
ENSG00000114867.15	14952.7384895472	16383.7970994742	15053.2316899237	16056.332978543	14092.9157949416	15895.2655295998	15129.3636254301	15263.0567339404
ENSG00000114902.9	1649.61137076315	1903.08408170374	2209.83935070669	2068.89672448068	1609.95925152222	1816.02700004517	2115.61119404564	1932.41684546229
ENSG00000114904.8	784.967128127009	836.218482522737	716.490680659045	810.614724063627	814.42527977917	780.90989830744	860.673718230862	805.715890111381
ENSG00000114933.11	2111.93536853219	1787.26978482853	1038.11978454605	1096.54414573453	1916.41824855253	1779.45042401204	991.756256190462	1393.46557038106
ENSG00000114942.9	1771.58621272775	2013.99099311814	2253.38298323294	2043.86586601791	1753.74309601932	1961.41888977688	2225.35471419786	2036.5201098643
ENSG00000114948.8	30.4937104911495	12.7592021981169	16.8236762033201	26.9563091137548	27.2874449410546	21.9459456198812	26.4197363329426	34.701088134003
ENSG00000114956.15	1109.5775946457	1279.84612818034	1377.56219264833	1403.65352456623	1074.70552383231	1225.31529711003	1400.24602564596	1286.10907896648
ENSG00000114978.13	9135.32546230016	10639.2116790452	10266.4009960731	10072.9950806149	8920.89546149863	10954.684521924	10769.0909867895	10557.8060647704
ENSG00000114982.13	2629.34477880137	2459.58159296007	2511.6758943545	2712.95996723432	2567.11885868537	2421.36933339356	2544.4238376034	2695.84078441036
ENSG00000114988.7	244.933352009555	280.702448358571	303.815799671722	290.743048298355	272.874449410546	289.869365062598	275.374944085671	276.524296067836
ENSG00000114993.11	13.7713531250352	14.7221563824426	10.8859081315601	22.1426824862986	17.8417909229973	11.887387210769	6.09686223067907	21.6881800837519
ENSG00000114999.7	1555.17923504862	1273.95726562736	1303.34009175133	1394.02627131132	1592.11746059923	1304.8693499821	1371.79400190279	1368.52416328474
ENSG00000115008.5	12.7876850446756	12.7592021981169	6.92739608372005	9.62725325491243	15.7427566967623	12.8018016115974	19.3067303971504	16.2661350628139
ENSG00000115009.7	25.5753700893512	46.1294233316533	27.7095843348802	33.6953863921935	30.4359962804071	64.9234224588153	16.2582992818109	82.415084318257
ENSG00000115020.12	2390.31343527397	1913.88032971753	1686.32613237985	1608.71401889587	2342.52219647823	2007.1396098183	1733.54116092308	1857.59262417335
ENSG00000115042.5	248.868024330994	196.295418432567	202.873742451801	214.687747584547	262.379278279372	217.630627397155	204.244884727749	198.446847766329
ENSG00000115053.11	21591.5143638945	22501.3438149252	21949.9493052729	24012.2950684026	20162.2732601	21193.3825679995	22043.2053950202	20909.5744187452
ENSG00000115073.6	1604.36263906661	1383.8826999496	1512.15160227489	1693.4338475391	1749.54502756685	1406.36934847405	1513.03797691352	1636.37318731908
ENSG00000115084.8	527.246091072778	380.813111759181	371.110504485002	449.59272700441	475.431252242221	465.436930021648	418.65120650663	532.444821056108
ENSG00000115085.9	4958.67079309305	3329.17029661634	3573.54675118758	3232.83164299959	5688.38275309678	3415.33778709401	3551.42224937056	3141.53288513146
ENSG00000115091.7	15424.8991681198	18227.0110785561	22134.0201154975	20812.1960864697	15296.7119236874	18403.5042310721	22194.610807082	19198.3770101371
ENSG00000115107.15	5.90200848215796	1.96295418432567	0.989628011960007	12.5154292313862	10.4951711311749	3.65765760331354	4.06457482045271	6.50645402512556
ENSG00000115109.9	148.533880134309	166.851105667682	110.838337339521	136.706996219756	145.882878723331	180.139636963192	111.77580756245	146.395215565325
ENSG00000115112.7	4.9183404017983	0.981477092162837	3.95851204784003	14.4408798823686	3.14855133935246	4.57207200414192	2.03228741022636	3.25322701256278
ENSG00000115128.6	957.109042189949	1211.14273172894	1429.02284927025	1394.98899663681	975.001398086145	1156.73421704791	1410.40746269709	1227.55099274036
ENSG00000115129.9	60.0037529019393	25.5184043962338	39.5851204784003	49.0989916000534	40.931167411582	21.0315312190528	47.7587541403194	76.9930392973191
ENSG00000115137.7	339.365487724083	182.554739142288	150.423457817921	146.334249474669	240.339418903904	190.198195372304	175.79286098458	206.037710795643
ENSG00000115138.6	32.4610466518688	21.5924960275824	59.3776807176004	60.6516955059483	41.9806845246995	19.2027024173961	57.9201911914512	81.3306753140695
ENSG00000115145.5	943.337689064914	1037.42128641612	933.219215278286	842.384659804838	1016.98208261084	964.707192873945	887.093454563805	872.949248371012
ENSG00000115155.12	68.8567656251762	58.8886255297702	85.1080090285606	51.0244422510359	61.9215096739317	57.6081072521882	67.0654845374698	65.0645402512556
ENSG00000115159.11	1414.51469955719	1629.25197299031	1677.41948027221	1674.17934102927	1407.40244869055	1593.82430064387	1719.3151490515	1711.19740860802
ENSG00000115163.10	639.384252233779	649.737835011798	930.250331242406	847.198286432294	632.858819209844	785.481970311582	939.93292722969	727.638441809875
ENSG00000115165.5	8304.12593439625	9358.38407377265	10474.2228785847	10909.6033884668	7938.54744362067	9204.49535873852	11068.8533797979	10063.3155588609
ENSG00000115170.9	703.322677457157	868.607226564111	962.908055637086	903.036355310786	633.908336322962	897.040527212645	918.593909422313	877.286884387762
ENSG00000115183.9	45.2487316965444	32.3887440413736	10.8859081315601	23.1054078117898	45.1292358640519	18.2882880165677	10.1614370511318	37.9543151465657
ENSG00000115194.6	5.90200848215796	5.88886255297702	1.97925602392001	3.85090130196497	4.19806845246995	5.4864864049703	3.04843111533954	16.2661350628139
ENSG00000115204.10	1007.27611428829	856.829501458157	928.271075218486	939.619917679453	968.70429540744	818.400888741404	850.51228117973	821.982025174195
ENSG00000115207.9	2336.21169085419	2329.04513970241	2226.66302691001	2304.76442922604	2430.6816339801	2386.62158616208	2283.27490538931	2208.94114153013
ENSG00000115211.11	666.926958483849	605.571365864471	638.310067714204	638.286890800694	689.532743318189	635.518008575727	627.976809759944	595.340543298988
ENSG00000115216.9	2127.67405781794	2330.02661679458	2480.99742598374	2723.54994581473	2118.97505138421	2341.81528052149	2505.8103768091	2451.84875846815
ENSG00000115226.5	0	0.981477092162837	0.989628011960007	3.85090130196497	1.04951711311749	0	0	1.08440900418759
ENSG00000115232.9	8224.44881988712	9027.62629371378	3890.22771501479	5041.79252959764	8081.28177100465	9148.71608028798	4183.46363395096	5431.80470197565
ENSG00000115233.7	2021.4379051391	2528.28498941147	2989.66622413118	2789.97799327362	2062.30112727586	2587.79275434433	2998.64007378899	2364.01162912895
ENSG00000115234.6	2186.69414263952	2547.91453125473	3014.40692443018	2687.92910877155	2172.5004241532	2520.12608868303	2833.00864985554	2524.50416174872
ENSG00000115239.17	48.1997359376233	30.425789857048	39.5851204784003	36.5835623686672	38.832133185347	27.4324320248515	26.4197363329426	34.701088134003
ENSG00000115241.9	4997.03384822707	5632.69703192252	5997.14575247764	6250.01281308915	4838.27389147161	5568.78370104486	6262.49365461252	5718.08867908118
ENSG00000115252.14	0.98366808035966	0	2.96888403588002	0	1.04951711311749	0	0	1.08440900418759
ENSG00000115255.6	67.8730975448165	61.8330568062587	71.2532168611205	50.0617169255446	53.5253727689918	67.6666656613004	74.178490473262	49.8828141926293
ENSG00000115257.11	18.6896935268335	5.88886255297702	10.8859081315601	8.66452792942119	12.5942053574098	6.40090080579869	8.12914964090543	8.67527203350074
ENSG00000115266.7	0.98366808035966	0	0	1.92545065098249	4.19806845246995	0	4.06457482045271	0
ENSG00000115267.5	1848.3123229958	2144.5274463758	1257.81720320117	1211.10845946798	1743.24792488815	1987.93690740091	1432.76262420958	1199.35635863148
ENSG00000115268.5	1938.80978638889	2365.35979211244	2495.84184616314	2268.18086685737	1954.20086462476	2229.3423092196	2480.40678418127	2295.69386186513
ENSG00000115271.6	443.634304242207	458.349802040045	601.693831271684	467.884508188744	468.084632450399	457.207200414192	601.557073427002	463.042644788102
ENSG00000115274.10	313.790117634732	357.257661547273	363.193480389322	371.61197563962	335.845476197596	383.139633947093	332.278991572009	368.699061423782
ENSG00000115275.7	1826.67162522789	1490.86370299535	1618.04179955461	1738.68193783718	1818.8131570326	1527.98646378423	1667.49182009073	1724.21031665827
ENSG00000115282.15	974.815067636423	589.867732389865	594.766435187964	532.387104996657	1101.99296877336	599.85584694342	556.846750402022	549.795365123109
ENSG00000115286.15	689.551324332122	585.941824021214	629.403415606564	650.80232003208	711.572602693656	646.490981385668	657.444977208226	709.203488738686
ENSG00000115289.8	188.864271429055	142.314178363611	189.018950284361	176.178734564897	204.65583705791	168.252249752423	180.873579510146	152.901669590451
ENSG00000115295.15	1036.78615669908	875.477566209251	653.154487893604	708.565839561555	1053.71518156996	816.572059939747	622.896091234378	791.618573056943
ENSG00000115297.9	5.90200848215796	4.90738546081419	10.8859081315601	8.66452792942119	8.39613690493989	8.22972960745546	5.08071852556589	4.33763601675037
ENSG00000115306.11	6468.60129644512	8415.18458820417	7440.02339391533	7243.54534899611	6668.63173674851	8988.69356014302	6968.71352966618	7385.90972752169
ENSG00000115307.12	2067.67030491601	1545.82642015647	1685.33650436789	1597.16131498997	2135.76732519409	1500.55403175938	1639.03979634756	1584.32155511807
ENSG00000115310.13	3514.64605112507	3949.46381886326	3814.02635809387	3771.95782527469	3552.61542790269	4023.42336364489	3758.71556521365	3774.82774357701
ENSG00000115317.7	825.297519421755	800.885307204875	884.727442692246	887.632750102926	827.019485136579	764.450439092529	840.350844128599	829.572888203508
ENSG00000115318.7	48.1997359376233	24.5369273040709	12.8651641554801	18.2917811843336	36.733098959112	19.2027024173961	22.3551615124899	23.856998092127
ENSG00000115325.9	627.580235269463	661.515560117752	682.843328252404	604.591504408501	623.413165191787	608.085576550875	609.686223067907	635.463676453929
ENSG00000115339.9	342.316491965162	214.943483183661	198.915230403961	295.556674925812	324.300787953303	267.009005041888	227.616189945352	301.465703164151
ENSG00000115350.7	352.153172768758	474.05343551465	527.471730374683	467.884508188744	309.607548369659	443.490984401766	531.443157774192	495.57491491373
ENSG00000115355.11	407.238585268899	295.424604741014	199.904858415921	272.451267114022	493.273043165219	329.189184298218	195.09959138173	314.478611214402
ENSG00000115363.9	0.98366808035966	1.96295418432567	0	2.88817597647373	3.14855133935246	2.74324320248515	0	3.25322701256278
ENSG00000115364.9	1340.73959353022	1694.02946107306	1787.26818959977	1707.87472742146	1242.6282619311	1656.0044799002	1800.60664546055	1570.22423806363
ENSG00000115365.7	1970.2871649604	2199.49016353692	2259.3207513047	1911.00977110012	2049.70692191845	2260.43239884777	2153.20851113483	2014.83192978055
ENSG00000115368.5	2009.63388817479	2106.24983978145	1959.46346368081	1908.12159512364	2012.97382295934	1937.64411535535	2078.01387695645	1757.82699578809
ENSG00000115392.7	232.14566696488	148.203040916588	171.205646069081	227.203176815933	258.181209826902	166.423420950766	189.002729151051	220.135027850081
ENSG00000115414.14	8.85301272323694	6.87033964513986	3.95851204784003	11.5527039058949	9.44565401805738	9.14414400828384	9.14529334601861	9.75968103768833
ENSG00000115415.14	39799.2105313518	59033.8841394103	51413.1544773463	40081.1434761769	40174.4655730243	56850.0577139015	51055.1243197065	40040.7180706227
ENSG00000115419.8	7850.65494935045	7380.70773306454	6955.10566805493	7244.5080743216	7660.42540864453	7468.93682596624	7368.05800577566	7332.7736863165
ENSG00000115421.8	1012.19445469009	1018.77322166503	813.474225831125	849.123737083276	930.92167933521	1029.63061533276	860.673718230862	890.299792438014
ENSG00000115423.14	23.6080339286318	14.7221563824426	31.6680963827202	24.0681331372811	40.931167411582	15.5450448140825	20.3228741022636	26.0258161005022
ENSG00000115425.9	376.74487477775	435.7758289203	634.351555666364	457.29452960834	367.33098959112	447.14864200508	551.766031876456	546.542138110547
ENSG00000115446.7	679.714643528525	622.256476431239	553.202058685644	474.623585467183	721.018256711713	569.680171716083	565.99204374804	491.237278896979
ENSG00000115457.5	0	1.96295418432567	11.8755361435201	21.1799571608073	3.14855133935246	2.74324320248515	10.1614370511318	86.7527203350074
